# Earnings announcements for the top-weight NDX names.
# GENERATED by `make merge-earnings` from calendars/earnings_fetched.csv
# (yfinance announcement timestamps, US/Eastern).
# weight_pct: point-in-time from data/raw/pit_weights.parquet (weight as of the
# trading day before each announcement; 628 pre-history row(s) fell back to the snapshot).
# Basket membership is still today's top names, so pre-2020 rows carry
# survivorship; that affects the diagnostic phase, not the clean window.
# session: bmo = impact same day, amc/unknown = impact next trading day.
# 11 row(s) have session=unknown and are treated as amc.
# Re-verify sessions against company IR pages before trusting an
# event-sliced result; a wrong session shifts the vol day by one.
date,ticker,session,weight_pct,weight_pct_snapshot
2015-10-01,MU,amc,4.25,4.25
2015-10-13,INTC,amc,2.14,2.14
2015-10-15,AMD,amc,3.35,3.35
2015-10-22,AMZN,amc,4.74,4.74
2015-10-22,GOOGL,amc,6.38,6.38
2015-10-22,MSFT,amc,5.96,5.96
2015-10-27,AAPL,amc,7.18,7.18
2015-11-03,TSLA,amc,2.62,2.62
2015-11-04,META,amc,2.79,2.79
2015-11-05,NVDA,amc,8.34,8.34
2015-11-12,CSCO,amc,2.11,2.11
2015-11-17,WMT,bmo,2.4,2.4
2015-12-02,AVGO,amc,0.6983065632184344,3.17
2015-12-22,MU,amc,0.7346600335918747,4.25
2016-01-14,INTC,amc,7.786096820302632,2.14
2016-01-19,AMD,amc,0.08473280556501692,3.35
2016-01-26,AAPL,amc,10.719563190004392,7.18
2016-01-27,META,amc,2.79,2.79
2016-01-28,AMZN,amc,5.378621878980573,4.74
2016-01-28,MSFT,amc,7.943424222051245,5.96
2016-02-01,GOOGL,amc,9.301017140128002,6.38
2016-02-10,CSCO,amc,6.445174709083436,2.11
2016-02-10,TSLA,amc,0.48798414833623555,2.62
2016-02-17,NVDA,amc,0.2792343669890487,8.34
2016-02-18,WMT,bmo,6.708517191570746,2.4
2016-03-03,AVGO,amc,0.7036358823070779,3.17
2016-03-30,MU,amc,0.5170282825829488,4.25
2016-04-19,INTC,amc,7.042917764603181,2.14
2016-04-21,AMD,amc,0.10120777461946678,3.35
2016-04-21,GOOGL,amc,8.828733572983595,6.38
2016-04-21,MSFT,amc,7.648310013324717,5.96
2016-04-26,AAPL,amc,10.519510041738815,7.18
2016-04-27,META,amc,2.79,2.79
2016-04-28,AMZN,amc,5.264457236532168,4.74
2016-05-04,TSLA,amc,0.7131582665040858,2.62
2016-05-12,NVDA,amc,0.3604516749925959,8.34
2016-05-18,CSCO,amc,7.024086602202651,2.11
2016-05-19,WMT,bmo,6.154092088183185,2.4
2016-06-02,AVGO,amc,1.0664388070065052,3.17
2016-06-30,MU,amc,0.6688674236966513,4.25
2016-07-19,MSFT,amc,7.191920167225072,5.96
2016-07-20,INTC,amc,7.682950074702453,2.14
2016-07-21,AMD,amc,0.19528494725325665,3.35
2016-07-26,AAPL,amc,9.206750669037117,7.18
2016-07-27,META,amc,2.79,2.79
2016-07-28,AMZN,amc,5.875192647849525,4.74
2016-07-28,GOOGL,amc,8.322377622096228,6.38
2016-08-03,TSLA,amc,0.6976774555474695,2.62
2016-08-11,NVDA,amc,0.5080274393810107,8.34
2016-08-17,CSCO,amc,7.126292974655362,2.11
2016-08-18,WMT,bmo,6.208891528764138,2.4
2016-09-01,AVGO,amc,1.1490585285978565,3.17
2016-10-04,MU,amc,0.7957750333667013,4.25
2016-10-18,INTC,amc,7.712645186653063,2.14
2016-10-20,AMD,amc,0.2637915763279156,3.35
2016-10-20,MSFT,amc,7.179167111103221,5.96
2016-10-25,AAPL,amc,10.149461681864116,7.18
2016-10-26,TSLA,amc,0.592927758741575,2.62
2016-10-27,AMZN,amc,6.3073714762377415,4.74
2016-10-27,GOOGL,amc,8.42109845131357,6.38
2016-11-02,META,amc,2.79,2.79
2016-11-10,NVDA,amc,0.6061763634041207,8.34
2016-11-16,CSCO,amc,7.29275653638436,2.11
2016-11-17,WMT,bmo,5.963705650920089,2.4
2016-12-08,AVGO,amc,1.1445711203776294,3.17
2016-12-21,MU,amc,0.9586377704841873,4.25
2017-01-26,GOOGL,amc,8.44563353970859,6.38
2017-01-26,INTC,amc,7.400925440207289,2.14
2017-01-26,MSFT,amc,7.505540324979088,5.96
2017-01-31,AAPL,amc,9.873513742606862,7.18
2017-01-31,AMD,amc,0.4132114564488603,3.35
2017-02-01,META,amc,2.79,2.79
2017-02-02,AMZN,amc,6.092838465040387,4.74
2017-02-09,NVDA,amc,0.9539143235479238,8.34
2017-02-15,CSCO,amc,6.689377222766076,2.11
2017-02-21,WMT,bmo,5.222130851119071,2.4
2017-02-22,TSLA,amc,0.810617053109109,2.62
2017-03-01,AVGO,amc,1.3080104580302168,3.17
2017-03-23,MU,amc,1.1305047465623064,4.25
2017-04-27,AMZN,amc,6.155487418140004,4.74
2017-04-27,GOOGL,amc,8.094205458350856,6.38
2017-04-27,INTC,amc,6.6386597498537085,2.14
2017-04-27,MSFT,amc,7.328034377143884,5.96
2017-05-01,AMD,amc,0.47119675392305016,3.35
2017-05-02,AAPL,amc,10.66955936840239,7.18
2017-05-03,META,amc,2.79,2.79
2017-05-03,TSLA,amc,0.889406208348111,2.62
2017-05-09,NVDA,amc,0.8257441892615627,8.34
2017-05-17,CSCO,amc,6.427215254618602,2.11
2017-05-18,WMT,bmo,5.237984035086457,2.4
2017-06-01,AVGO,amc,1.365473909084413,3.17
2017-06-29,MU,amc,1.3170784980357202,4.25
2017-07-20,MSFT,amc,7.5535482795418964,5.96
2017-07-24,GOOGL,amc,8.558398703695843,6.38
2017-07-25,AMD,amc,0.47904352528135163,3.35
2017-07-26,META,amc,2.79,2.79
2017-07-27,AMZN,amc,6.700170321167318,4.74
2017-07-27,INTC,amc,5.86154980523365,2.14
2017-08-01,AAPL,amc,10.44829352127803,7.18
2017-08-02,TSLA,amc,0.8897165822193447,2.62
2017-08-10,NVDA,amc,1.3349408433795136,8.34
2017-08-16,CSCO,amc,5.866036700048945,2.11
2017-08-17,WMT,bmo,5.369969114482461,2.4
2017-08-24,AVGO,amc,1.4718926331452675,3.17
2017-09-26,MU,amc,1.4491033189471951,4.25
2017-10-24,AMD,amc,0.471089008071815,3.35
2017-10-26,AMZN,amc,5.982273399494156,4.74
2017-10-26,GOOGL,amc,8.246069473206028,6.38
2017-10-26,INTC,amc,6.5438891145744975,2.14
2017-10-26,MSFT,amc,7.649294658181454,5.96
2017-11-01,META,amc,2.79,2.79
2017-11-01,TSLA,amc,0.8242257687325445,2.62
2017-11-02,AAPL,amc,10.362507140743018,7.18
2017-11-09,NVDA,amc,1.4665284382689063,8.34
2017-11-15,CSCO,amc,5.097428017123491,2.11
2017-11-16,WMT,bmo,5.247353484911563,2.4
2017-12-06,AVGO,amc,1.2758178940363207,3.17
2017-12-19,MU,amc,1.5234112871818284,4.25
2018-01-25,INTC,amc,6.19151790851529,2.14
2018-01-30,AMD,amc,0.36975152305023357,3.35
2018-01-31,META,amc,2.79,2.79
2018-01-31,MSFT,amc,7.563918912661738,5.96
2018-02-01,AAPL,amc,9.239466847346863,7.18
2018-02-01,AMZN,amc,7.448620604680515,4.74
2018-02-01,GOOGL,amc,8.209521473708367,6.38
2018-02-07,TSLA,amc,0.7694030682486042,2.62
2018-02-08,NVDA,amc,1.5382678291762015,8.34
2018-02-14,CSCO,amc,5.836635053010151,2.11
2018-02-20,WMT,bmo,5.524558440790092,2.4
2018-03-15,AVGO,amc,1.1598984192274011,3.17
2018-03-22,MU,amc,1.9725187202750756,4.25
2018-04-23,GOOGL,amc,7.587662176124209,6.38
2018-04-25,AMD,amc,0.2931910821225626,3.35
2018-04-25,META,amc,2.79,2.79
2018-04-26,AMZN,amc,7.804245484149187,4.74
2018-04-26,INTC,amc,7.16665914614829,2.14
2018-04-26,MSFT,amc,7.805770655559665,5.96
2018-05-01,AAPL,amc,9.3294939600624,7.18
2018-05-02,TSLA,amc,0.6649794182279092,2.62
2018-05-10,NVDA,amc,1.578250526789803,8.34
2018-05-16,CSCO,amc,5.960855961442036,2.11
2018-05-17,WMT,bmo,4.337057009226538,2.4
2018-06-07,AVGO,amc,1.066671047033286,3.17
2018-06-20,MU,amc,1.814809761041061,4.25
2018-07-19,MSFT,amc,7.927446502495593,5.96
2018-07-23,GOOGL,amc,7.7512015034987805,6.38
2018-07-25,AMD,amc,0.41647029256932505,3.35
2018-07-25,META,amc,2.79,2.79
2018-07-26,AMZN,amc,8.685896192862891,4.74
2018-07-26,INTC,amc,6.3772672241285715,2.14
2018-07-31,AAPL,amc,9.869260930199445,7.18
2018-08-01,TSLA,amc,0.6172677009587502,2.62
2018-08-15,CSCO,amc,5.317408874193305,2.11
2018-08-16,NVDA,amc,1.49973986427615,8.34
2018-08-16,WMT,bmo,4.270252367724559,2.4
2018-09-06,AVGO,amc,0.8575555585975474,3.17
2018-09-20,MU,amc,1.3013736685242403,4.25
2018-10-24,AMD,amc,0.6465320824356545,3.35
2018-10-24,MSFT,amc,8.101597832848126,5.96
2018-10-24,TSLA,amc,0.5977907832058302,2.62
2018-10-25,AMZN,amc,8.249625137962743,4.74
2018-10-25,GOOGL,amc,7.08812177914633,6.38
2018-10-25,INTC,amc,5.487752070440391,2.14
2018-10-30,META,amc,2.79,2.79
2018-11-01,AAPL,amc,11.349831141902081,7.18
2018-11-14,CSCO,amc,5.929954067674596,2.11
2018-11-15,NVDA,amc,1.2461879876733208,8.34
2018-11-15,WMT,bmo,5.198529935471155,2.4
2018-12-06,AVGO,amc,1.007920996748012,3.17
2018-12-18,MU,amc,1.1560533725470152,4.25
2019-01-24,INTC,amc,6.423725484897691,2.14
2019-01-29,AAPL,amc,8.086451697239667,7.18
2019-01-29,AMD,amc,0.5915255400117743,3.35
2019-01-30,META,amc,2.79,2.79
2019-01-30,MSFT,amc,8.640821080387589,5.96
2019-01-30,TSLA,amc,0.6987780427858143,2.62
2019-01-31,AMZN,amc,8.759139589236595,4.74
2019-02-04,GOOGL,amc,7.800786353116479,6.38
2019-02-13,CSCO,amc,6.238655699730532,2.11
2019-02-14,NVDA,amc,0.9607117266364081,8.34
2019-02-19,WMT,bmo,4.992289559020983,2.4
2019-03-14,AVGO,amc,1.063914720794652,3.17
2019-03-20,MU,amc,1.1876497441801204,4.25
2019-04-24,META,amc,2.79,2.79
2019-04-24,MSFT,amc,8.643117735531574,5.96
2019-04-24,TSLA,amc,0.5150887268276202,2.62
2019-04-25,AMZN,amc,8.539038327695259,4.74
2019-04-25,INTC,amc,6.484970642932572,2.14
2019-04-29,GOOGL,amc,7.6734692928423955,6.38
2019-04-30,AAPL,amc,8.896905623356385,7.18
2019-04-30,AMD,amc,0.7405118264922517,3.35
2019-05-15,CSCO,amc,6.288951324363438,2.11
2019-05-16,NVDA,amc,0.9373132577428906,8.34
2019-05-16,WMT,bmo,4.649284037961309,2.4
2019-06-13,AVGO,amc,1.074403498007117,3.17
2019-06-25,MU,amc,0.9373031227764426,4.25
2019-07-18,MSFT,amc,9.521459450256197,5.96
2019-07-24,META,amc,2.79,2.79
2019-07-24,TSLA,amc,0.5210044367719151,2.62
2019-07-25,AMZN,amc,8.92014943654808,4.74
2019-07-25,GOOGL,amc,6.782890462089397,6.38
2019-07-25,INTC,amc,5.771774080907617,2.14
2019-07-30,AAPL,amc,8.722732239118713,7.18
2019-07-30,AMD,amc,0.8778931170469161,3.35
2019-08-14,CSCO,amc,5.900962500313694,2.11
2019-08-15,NVDA,amc,0.8705347674825787,8.34
2019-08-15,WMT,bmo,4.857073791344252,2.4
2019-09-12,AVGO,amc,1.0622973147403925,3.17
2019-09-26,MU,amc,1.3588876849855274,4.25
2019-10-23,MSFT,amc,9.52188307492441,5.96
2019-10-23,TSLA,amc,0.515891497020743,2.62
2019-10-24,AMZN,amc,7.9855979676823035,4.74
2019-10-24,INTC,amc,5.633933019357565,2.14
2019-10-28,GOOGL,amc,7.3553498260434225,6.38
2019-10-29,AMD,amc,0.8759413713591131,3.35
2019-10-30,AAPL,amc,9.830279622316095,7.18
2019-10-30,META,amc,2.79,2.79
2019-11-13,CSCO,amc,4.900256562969362,2.11
2019-11-14,NVDA,amc,1.0718248295686414,8.34
2019-11-14,WMT,bmo,4.91728666755388,2.4
2019-12-12,AVGO,amc,1.0803419258461315,3.17
2019-12-18,MU,amc,1.3185488224219704,4.25
2020-01-23,INTC,amc,5.7091727316218295,2.14
2020-01-28,AAPL,amc,10.732380790474195,7.18
2020-01-28,AMD,amc,1.2214602518240556,3.35
2020-01-29,META,amc,2.79,2.79
2020-01-29,MSFT,amc,9.762271404588748,5.96
2020-01-29,TSLA,amc,0.9826797717567214,2.62
2020-01-30,AMZN,amc,7.160227414173008,4.74
2020-02-03,GOOGL,amc,7.278835975121349,6.38
2020-02-12,CSCO,amc,4.228899025753074,2.11
2020-02-13,NVDA,amc,1.2412898579850564,8.34
2020-02-18,WMT,bmo,4.065124320510413,2.4
2020-03-12,AVGO,amc,0.8611634493559924,3.17
2020-03-25,MU,amc,1.1716544598135856,4.25
2020-04-23,INTC,amc,5.445839223108569,2.14
2020-04-28,AMD,amc,1.3808542588777741,3.35
2020-04-28,GOOGL,amc,6.402230269606551,6.38
2020-04-29,META,amc,2.79,2.79
2020-04-29,MSFT,amc,10.135793121929483,5.96
2020-04-29,TSLA,unknown,1.3924220374064842,2.62
2020-04-30,AAPL,amc,9.668180557499472,7.18
2020-04-30,AMZN,amc,9.07349523946879,4.74
2020-05-13,CSCO,amc,3.8292522403262717,2.11
2020-05-19,WMT,bmo,4.429641500569491,2.4
2020-05-21,NVDA,amc,1.5817332707809386,8.34
2020-06-04,AVGO,amc,0.8917549532418588,3.17
2020-06-29,MU,amc,1.024716704158895,4.25
2020-07-22,MSFT,amc,9.920039730984046,5.96
2020-07-22,TSLA,amc,2.2806483357700644,2.62
2020-07-23,INTC,amc,4.39387985699191,2.14
2020-07-28,AMD,amc,1.412187998468134,3.35
2020-07-30,AAPL,amc,10.774911226219961,7.18
2020-07-30,AMZN,amc,9.897183203944738,4.74
2020-07-30,GOOGL,amc,6.3884600046775795,6.38
2020-07-30,META,amc,2.79,2.79
2020-08-12,CSCO,amc,3.5001313507193763,2.11
2020-08-18,WMT,bmo,3.881842588825559,2.4
2020-08-19,NVDA,amc,1.7919909782848038,8.34
2020-09-03,AVGO,amc,0.7945535813225537,3.17
2020-09-29,MU,amc,0.8645249149509395,4.25
2020-10-21,TSLA,amc,13.75790527240121,2.62
2020-10-22,INTC,amc,3.471467786906322,2.14
2020-10-27,AMD,bmo,1.5689795187990818,3.35
2020-10-27,MSFT,amc,9.50801823533998,5.96
2020-10-29,AAPL,amc,11.92319890174323,7.18
2020-10-29,AMZN,amc,9.935099573799084,4.74
2020-10-29,GOOGL,amc,6.068515715702065,6.38
2020-10-29,META,amc,2.79,2.79
2020-11-12,CSCO,amc,2.7000981175914642,2.11
2020-11-17,WMT,bmo,4.160814133547818,2.4
2020-11-18,NVDA,amc,1.9060858235646538,8.34
2020-12-10,AVGO,amc,0.9450511637755779,3.17
2021-01-07,MU,amc,1.2743159113348568,4.25
2021-01-21,INTC,amc,3.3751156910630837,2.14
2021-01-26,AMD,amc,1.5473959975399365,3.35
2021-01-26,MSFT,amc,8.72440803731695,5.96
2021-01-27,AAPL,amc,12.208537079755589,7.18
2021-01-27,META,amc,2.79,2.79
2021-01-27,TSLA,amc,5.241833435337504,2.62
2021-02-02,AMZN,amc,8.647981310557435,4.74
2021-02-02,GOOGL,amc,6.2208277213803855,6.38
2021-02-09,CSCO,amc,2.845396126065355,2.11
2021-02-18,WMT,bmo,3.4681498920053775,2.4
2021-02-24,NVDA,amc,1.8131825554953898,8.34
2021-03-04,AVGO,amc,1.0280476446263265,3.17
2021-03-31,MU,amc,1.4360163240424961,4.25
2021-04-22,INTC,amc,3.449192169559625,2.14
2021-04-26,TSLA,amc,4.351160951498869,2.62
2021-04-27,AMD,amc,1.342305872317653,3.35
2021-04-27,GOOGL,amc,7.121668412019725,6.38
2021-04-27,MSFT,amc,9.510702234744276,5.96
2021-04-28,AAPL,amc,11.13923622874329,7.18
2021-04-28,META,amc,2.79,2.79
2021-04-29,AMZN,amc,8.65877002055202,4.74
2021-05-18,WMT,bmo,3.3770616216405207,2.4
2021-05-19,CSCO,amc,3.2457663557973935,2.11
2021-05-26,NVDA,amc,1.8874198573719398,8.34
2021-06-03,AVGO,amc,0.9867159654714233,3.17
2021-06-30,MU,amc,1.2619320863754653,4.25
2021-07-22,INTC,amc,2.8673294419529807,2.14
2021-07-26,TSLA,amc,3.5320781134527226,2.62
2021-07-27,AAPL,amc,11.406790011528118,7.18
2021-07-27,AMD,amc,1.3724195770486989,3.35
2021-07-27,GOOGL,amc,7.886106959612032,6.38
2021-07-27,MSFT,amc,9.8616359087751,5.96
2021-07-28,META,amc,2.79,2.79
2021-07-29,AMZN,amc,8.368309864270625,4.74
2021-08-17,WMT,bmo,3.1865532566350545,2.4
2021-08-18,CSCO,amc,3.0408792999661043,2.11
2021-08-18,NVDA,amc,2.1982549102471607,8.34
2021-09-02,AVGO,amc,0.8868347889178936,3.17
2021-09-28,MU,amc,1.0445445301154597,4.25
2021-10-20,TSLA,unknown,4.700805442128861,2.62
2021-10-21,INTC,amc,2.662810253775789,2.14
2021-10-25,META,amc,2.79,2.79
2021-10-26,AMD,amc,1.7362698352223245,3.35
2021-10-26,GOOGL,amc,7.547870594182124,6.38
2021-10-26,MSFT,amc,9.965623214536988,5.96
2021-10-28,AAPL,amc,10.500249043904386,7.18
2021-10-28,AMZN,amc,7.3966561519207,4.74
2021-11-16,WMT,bmo,2.7991246709758104,2.4
2021-11-17,CSCO,amc,2.713964173198365,2.11
2021-11-17,NVDA,amc,3.0260783852183106,8.34
2021-12-09,AVGO,amc,0.9535203025723236,3.17
2021-12-20,MU,amc,1.029945158896638,4.25
2022-01-25,MSFT,amc,9.998466888888625,5.96
2022-01-26,INTC,amc,2.5486770699480616,2.14
2022-01-26,TSLA,amc,5.202431745534928,2.62
2022-01-27,AAPL,amc,11.7868149778754,7.18
2022-02-01,AMD,amc,1.6019569313929714,3.35
2022-02-01,GOOGL,amc,7.3128781166282515,6.38
2022-02-02,META,amc,2.79,2.79
2022-02-03,AMZN,amc,6.492327215220058,4.74
2022-02-16,CSCO,amc,2.717491366197776,2.11
2022-02-16,NVDA,amc,2.7917414220122394,8.34
2022-02-17,WMT,bmo,2.6340795706306985,2.4
2022-03-03,AVGO,amc,1.0382721488224096,3.17
2022-03-29,MU,amc,0.9775137338526084,4.25
2022-04-20,TSLA,amc,5.751513259727708,2.62
2022-04-26,GOOGL,amc,6.958092302973262,6.38
2022-04-26,MSFT,amc,9.45060101946728,5.96
2022-04-27,META,amc,2.79,2.79
2022-04-28,AAPL,amc,12.210941970728669,7.18
2022-04-28,AMZN,amc,6.706272269187817,4.74
2022-04-28,INTC,amc,2.3737319839386086,2.14
2022-05-03,AMD,amc,1.8691309587439129,3.35
2022-05-17,WMT,bmo,3.465546980242262,2.4
2022-05-18,CSCO,amc,2.933451244561276,2.11
2022-05-25,NVDA,amc,2.165260208408083,8.34
2022-05-26,AVGO,bmo,1.1664319473091764,3.17
2022-06-30,MU,amc,0.9007552154997878,4.25
2022-07-20,TSLA,amc,4.679442422545712,2.62
2022-07-26,GOOGL,amc,6.596011080917941,6.38
2022-07-26,MSFT,amc,9.449035076907597,5.96
2022-07-27,META,amc,2.477890844869654,2.79
2022-07-28,AAPL,amc,12.239988177388188,7.18
2022-07-28,AMZN,amc,5.938319562582306,4.74
2022-07-28,INTC,amc,2.1325452238896707,2.14
2022-08-02,AMD,amc,1.970770618928163,3.35
2022-08-16,WMT,bmo,2.6585175318766527,2.4
2022-08-17,CSCO,amc,2.3637237510206544,2.11
2022-08-24,NVDA,amc,1.9647910344303232,8.34
2022-09-01,AVGO,amc,0.9922518176571203,3.17
2022-09-29,MU,amc,0.7993335715437083,4.25
2022-10-19,TSLA,amc,4.730689688174359,2.62
2022-10-25,GOOGL,amc,6.812520554054018,6.38
2022-10-25,MSFT,amc,9.872488042308218,5.96
2022-10-26,META,amc,2.218115301735867,2.79
2022-10-27,AAPL,amc,13.195455981660068,7.18
2022-10-27,AMZN,amc,6.479913154891345,4.74
2022-10-27,INTC,amc,1.6529347996959352,2.14
2022-11-01,AMD,amc,1.4492838780221862,3.35
2022-11-15,WMT,bmo,3.4527690056802958,2.4
2022-11-16,CSCO,amc,2.776499421083936,2.11
2022-11-16,NVDA,amc,2.227594704501699,8.34
2022-12-08,AVGO,amc,1.1896910911406298,3.17
2022-12-21,MU,amc,0.8901366738454133,4.25
2023-01-24,MSFT,amc,9.936437650424537,5.96
2023-01-25,TSLA,amc,3.131106720704161,2.62
2023-01-26,INTC,amc,1.8578538909854416,2.14
2023-01-31,AMD,amc,1.7282540284402483,3.35
2023-02-01,META,amc,2.400879498956823,2.79
2023-02-02,AAPL,amc,12.207879508859726,7.18
2023-02-02,AMZN,amc,5.687868873489656,4.74
2023-02-02,GOOGL,amc,6.511385905844353,6.38
2023-02-15,CSCO,amc,2.769642065092022,2.11
2023-02-21,WMT,bmo,3.4136556470967974,2.4
2023-02-22,NVDA,amc,2.714132890215291,8.34
2023-03-02,AVGO,amc,1.3342506795786244,3.17
2023-03-28,MU,amc,0.8688529561130393,4.25
2023-04-19,TSLA,amc,3.4696303350693096,2.62
2023-04-25,GOOGL,amc,6.2496221569804815,6.38
2023-04-25,MSFT,amc,10.11846554882376,5.96
2023-04-26,META,amc,3.0035218910341084,2.79
2023-04-27,AMZN,amc,5.283927953404625,4.74
2023-04-27,INTC,amc,1.5994596751968069,2.14
2023-05-02,AMD,amc,1.8386642676348313,3.35
2023-05-04,AAPL,amc,12.730590849649792,7.18
2023-05-17,CSCO,amc,2.4311126723335836,2.11
2023-05-18,WMT,bmo,3.0223402277765468,2.4
2023-05-24,NVDA,amc,3.34558194878444,8.34
2023-06-01,AVGO,amc,1.4252681828286202,3.17
2023-06-28,MU,amc,0.7973304713573626,4.25
2023-07-19,TSLA,amc,4.404538743194041,2.62
2023-07-25,GOOGL,amc,5.73469149440761,6.38
2023-07-25,MSFT,amc,9.999903638417551,5.96
2023-07-26,META,amc,3.3468750857842173,2.79
2023-07-27,INTC,amc,1.5179137643437821,2.14
2023-08-01,AMD,amc,1.9028883017036593,3.35
2023-08-03,AAPL,amc,12.003117189288133,7.18
2023-08-03,AMZN,amc,5.214452229007497,4.74
2023-08-16,CSCO,amc,2.425387115148531,2.11
2023-08-17,WMT,bmo,2.9018109902484635,2.4
2023-08-23,NVDA,amc,4.510353519666691,8.34
2023-08-31,AVGO,amc,1.4277641210824852,3.17
2023-09-27,MU,amc,0.8332731507404227,4.25
2023-10-18,TSLA,amc,3.953311499989612,2.62
2023-10-24,GOOGL,amc,6.670007335760491,6.38
2023-10-24,MSFT,amc,9.917192933283731,5.96
2023-10-25,META,amc,3.6991396381192456,2.79
2023-10-26,AMZN,amc,5.23394389378606,4.74
2023-10-26,INTC,amc,1.5457197977373414,2.14
2023-10-31,AMD,amc,1.736080143376709,3.35
2023-11-02,AAPL,amc,11.0205684252672,7.18
2023-11-15,CSCO,amc,2.2389987637365687,2.11
2023-11-16,WMT,bmo,2.8302702307708603,2.4
2023-11-21,NVDA,amc,4.540959678075793,8.34
2023-12-07,AVGO,amc,1.801722447069386,3.17
2023-12-20,MU,amc,0.8764624532302682,4.25
2024-01-24,TSLA,amc,2.821620901823592,2.62
2024-01-25,INTC,amc,1.8999922079375022,2.14
2024-01-30,AMD,amc,2.617442974319442,3.35
2024-01-30,GOOGL,amc,6.169349273251195,6.38
2024-01-30,MSFT,amc,10.240173589436456,5.96
2024-02-01,AAPL,amc,10.059925450637978,7.18
2024-02-01,AMZN,amc,5.66061498001873,4.74
2024-02-01,META,amc,4.007772225905689,2.79
2024-02-14,CSCO,amc,1.8700897318270853,2.11
2024-02-20,WMT,bmo,2.546272059550329,2.4
2024-02-21,NVDA,amc,5.751313599917918,8.34
2024-03-07,AVGO,amc,2.0317514887281876,3.17
2024-03-20,MU,amc,0.9014998963284935,4.25
2024-04-23,TSLA,amc,1.8959324993020281,2.62
2024-04-24,META,amc,4.761077726954146,2.79
2024-04-25,GOOGL,amc,6.232208462683596,6.38
2024-04-25,INTC,amc,1.3175254622868975,2.14
2024-04-25,MSFT,amc,10.004664152797679,5.96
2024-04-30,AMD,amc,2.275214252858755,3.35
2024-04-30,AMZN,amc,6.150002153543107,4.74
2024-05-02,AAPL,amc,8.842616190361404,7.18
2024-05-15,CSCO,amc,1.7264078177784614,2.11
2024-05-16,WMT,bmo,2.5036595579646255,2.4
2024-05-22,NVDA,amc,7.103775305201032,8.34
2024-06-12,AVGO,amc,1.968380367611703,3.17
2024-06-26,MU,amc,1.1879317291641915,4.25
2024-07-23,GOOGL,amc,5.973582476190257,6.38
2024-07-23,TSLA,amc,2.7911894192693847,2.62
2024-07-30,AMD,amc,1.7919473734433478,3.35
2024-07-30,MSFT,amc,9.26509894165517,5.96
2024-07-31,META,amc,4.007786956183967,2.79
2024-08-01,AAPL,amc,9.886050819217207,7.18
2024-08-01,AMZN,unknown,5.650560686801648,4.74
2024-08-01,INTC,unknown,1.022294314858741,2.14
2024-08-14,CSCO,amc,1.5270564215690192,2.11
2024-08-15,WMT,bmo,2.7245235022970635,2.4
2024-08-28,NVDA,amc,8.910978962357069,8.34
2024-09-05,AVGO,amc,2.1580404418509023,3.17
2024-09-25,MU,amc,0.7835405641777988,4.25
2024-10-23,TSLA,amc,2.332126501055677,2.62
2024-10-29,AMD,amc,1.883478234183541,3.35
2024-10-29,GOOGL,amc,5.138367678380173,6.38
2024-10-30,META,amc,4.554894897718267,2.79
2024-10-30,MSFT,amc,8.493501506950945,5.96
2024-10-31,AAPL,amc,9.448858802779595,7.18
2024-10-31,AMZN,amc,5.465010859095779,4.74
2024-10-31,INTC,amc,0.6930605314129272,2.14
2024-11-13,CSCO,amc,1.689518913000393,2.11
2024-11-19,WMT,bmo,2.98504572003213,2.4
2024-11-20,NVDA,amc,9.419037690587198,8.34
2024-12-12,AVGO,amc,2.092415146272714,3.17
2024-12-18,MU,amc,0.7844542778486936,4.25
2025-01-29,META,amc,4.7906691076573535,2.79
2025-01-29,MSFT,amc,8.154583441157575,5.96
2025-01-29,TSLA,amc,3.921271490273882,2.62
2025-01-30,AAPL,amc,9.308361068487848,7.18
2025-01-30,INTC,amc,0.5738821260874868,2.14
2025-02-04,AMD,amc,1.3060499317383292,3.35
2025-02-04,GOOGL,amc,5.956481348416044,6.38
2025-02-06,AMZN,amc,6.288999610164062,4.74
2025-02-12,CSCO,amc,1.7423393499959647,2.11
2025-02-20,WMT,bmo,3.4161594369134747,2.4
2025-02-26,NVDA,amc,8.123707557831317,8.34
2025-03-06,AVGO,amc,2.4269042365791065,3.17
2025-03-20,MU,amc,0.8652239326424709,4.25
2025-04-22,TSLA,amc,2.935618518153556,2.62
2025-04-24,GOOGL,amc,5.517169352375137,6.38
2025-04-24,INTC,amc,0.7431575936937523,2.14
2025-04-30,META,amc,4.644291458367154,2.79
2025-04-30,MSFT,amc,8.471022023186501,5.96
2025-05-01,AAPL,amc,9.3683169275416,7.18
2025-05-01,AMZN,amc,5.745476604217998,4.74
2025-05-06,AMD,amc,1.2512544171131346,3.35
2025-05-14,CSCO,amc,1.7915370614521982,2.11
2025-05-15,WMT,bmo,3.338697243665371,2.4
2025-05-28,NVDA,amc,8.509744687564218,8.34
2025-06-05,AVGO,amc,3.119084585763849,3.17
2025-06-25,MU,amc,0.9578727243050843,4.25
2025-07-23,GOOGL,amc,5.17393198858665,6.38
2025-07-23,TSLA,amc,3.1234934568032298,2.62
2025-07-24,INTC,amc,0.647315205735593,2.14
2025-07-30,META,amc,4.628618476704181,2.79
2025-07-30,MSFT,amc,8.731673395108585,5.96
